match_id,match_date,kick_off,home_score,away_score,attendance,behind_closed_doors,neutral_ground,collection_status,play_status,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_youth,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_youth,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
4004437,2026-02-14,17:00:00.000,0.0,2.0,3400.0,False,False,Complete,Normal,available,available,2026-02-16T17:59:04.000000,2026-02-16T17:59:04.000000,25,12,Italy,Serie A,Italy - Serie A,318,2025/2026,236,Lazio,male,False,,112,Italy,228,Atalanta,male,False,,112,Italy,1,Regular Season,381,Estadio Olímpico,112,Italy,886.0,Juan Luca Sacchi,112.0,Italy,Maurizio Sarri,Raffaele Palladino,388,Maurizio Sarri,,1959-01-10,112,Italy,1002149,Raffaele Palladino,,1984-04-17,112,Italy,1.1.0,2,2
4004285,2025-11-02,14:00:00.000,0.0,1.0,18184.0,False,False,Complete,Normal,available,available,2025-11-04T12:06:33.000000,2025-11-04T12:06:33.000000,10,12,Italy,Serie A,Italy - Serie A,318,2025/2026,239,Fiorentina,male,False,,112,Italy,1383,Lecce,male,False,,112,Italy,1,Regular Season,386,Stadio Artemio Franchi    	,112,Italy,1249.0,Antonio Rapuano,112.0,Italy,Stefano Pioli,Eusebio Di Francesco,436,Stefano Pioli,,1965-10-20,112,Italy,107,Eusebio Di Francesco,,1969-09-08,112,Italy,1.1.0,2,2
4004425,2026-02-07,19:45:00.000,2.0,2.0,19178.0,False,False,Complete,Normal,available,available,2026-02-28T01:48:12.000000,2026-02-28T01:48:12.000000,24,12,Italy,Serie A,Italy - Serie A,318,2025/2026,239,Fiorentina,male,False,,112,Italy,241,Torino,male,False,,112,Italy,1,Regular Season,386,Stadio Artemio Franchi    	,112,Italy,2794.0,Andrea Colombo,112.0,Italy,Paolo Vanoli,Marco Baroni,1001129,Paolo Vanoli,,1972-08-12,112,Italy,666,Marco Baroni,,1963-09-11,112,Italy,1.1.0,2,2
4004248,2025-10-04,16:00:00.000,4.0,1.0,73417.0,False,False,Complete,Normal,available,available,2025-10-06T16:05:53.000000,2025-10-06T16:05:53.000000,6,12,Italy,Serie A,Italy - Serie A,318,2025/2026,238,Inter Milan,male,False,,112,Italy,1456,Cremonese,male,False,,112,Italy,1,Regular Season,388,Stadio Giuseppe Meazza    ,112,Italy,1539.0,Ermanno Feliciani,112.0,Italy,Cristian Eugen Chivu,Davide Nicola,2543,Cristian Eugen Chivu,,1980-10-26,187,Romania,409,Davide Nicola,,1973-03-05,112,Italy,1.1.0,2,2
4004294,2025-11-09,11:30:00.000,0.0,3.0,21933.0,False,False,Complete,Normal,available,available,2025-11-10T18:17:03.000000,2025-11-10T18:17:03.000000,11,12,Italy,Serie A,Italy - Serie A,318,2025/2026,228,Atalanta,male,False,,112,Italy,232,Sassuolo,male,False,,112,Italy,1,Regular Season,4954,New Balance Arena,112,Italy,2823.0,Valerio Crezzini,112.0,Italy,Ivan Juric,Fabio Grosso,665,Ivan Juric,,1975-08-25,56,Croatia,4429,Fabio Grosso,,1977-11-28,112,Italy,1.1.0,2,2
4004203,2025-08-24,16:30:00.000,1.0,1.0,15723.0,False,False,Complete,Normal,available,available,2025-09-08T14:46:07.564965,2025-09-08T14:46:07.564965,1,12,Italy,Serie A,Italy - Serie A,318,2025/2026,225,Cagliari,male,False,,112,Italy,239,Fiorentina,male,False,,112,Italy,1,Regular Season,384,Unipol Domus,112,Italy,1256.0,Simone Sozza,112.0,Italy,Fabio Pisacane,Stefano Pioli,1002536,Fabio Pisacane,,1986-01-28,112,Italy,436,Stefano Pioli,,1965-10-20,112,Italy,1.1.0,2,2
4004286,2025-11-02,11:30:00.000,1.0,2.0,26696.0,False,False,Complete,Normal,available,available,2025-11-03T18:05:10.000000,2025-11-03T18:05:10.000000,10,12,Italy,Serie A,Italy - Serie A,318,2025/2026,226,Hellas Verona,male,False,,112,Italy,238,Inter Milan,male,False,,112,Italy,1,Regular Season,4488,Stadio Marc'Antonio Bentegodi,112,Italy,262.0,Daniele Doveri,112.0,Italy,Paolo Zanetti,Cristian Eugen Chivu,2777,Paolo Zanetti,,1982-12-16,112,Italy,2543,Cristian Eugen Chivu,,1980-10-26,187,Romania,1.1.0,2,2
4004564,2026-05-24,13:00:00.000,,,,False,False,Unassigned,Normal,scheduled,unscheduled,2025-12-12T08:24:25.302876,,38,12,Italy,Serie A,Italy - Serie A,318,2025/2026,239,Fiorentina,male,False,,112,Italy,228,Atalanta,male,False,,112,Italy,1,Regular Season,386,Stadio Artemio Franchi    	,112,Italy,,,,,,,,,,,,,,,,,,,,,
4004283,2025-10-29,19:45:00.000,0.0,0.0,25691.0,False,False,Complete,Normal,available,available,2025-10-31T16:19:49.000000,2025-10-31T16:19:49.000000,9,12,Italy,Serie A,Italy - Serie A,318,2025/2026,240,Bologna,male,False,,112,Italy,241,Torino,male,False,,112,Italy,1,Regular Season,380,Stadio Renato Dall'Ara,112,Italy,1271.0,Giovanni Ayroldi,112.0,Italy,Daniel Niccolini,Marco Baroni,1004555,Daniel Niccolini,,1982-12-23,112,Italy,666,Marco Baroni,,1963-09-11,112,Italy,1.1.0,2,2
4004292,2025-11-02,14:00:00.000,2.0,2.0,20034.0,False,False,Complete,Normal,available,available,2025-11-09T16:03:41.000000,2025-11-09T16:03:41.000000,10,12,Italy,Serie A,Italy - Serie A,318,2025/2026,241,Torino,male,False,,112,Italy,1437,Pisa,male,False,,112,Italy,1,Regular Season,390,Stadio Olimpico Grande Torino,112,Italy,2439.0, Alberto Ruben Arena,112.0,Italy,Marco Baroni,Alberto Gilardino,666,Marco Baroni,,1963-09-11,112,Italy,4649,Alberto Gilardino,,1982-07-05,112,Italy,1.1.0,2,2
